86,522,titan,al004475,36016/36503,II,---,15/01/2022,19/01/2022,4,1,13.70,65,1.35,3.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.4291666666666667
83,523,titan,al004475,36016/36503,II,---,15/01/2022,19/01/2022,4,1,13.60,65,1.34,3.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,0,0
84,514,ganic2,p214664/1,37299/00065,IV,---,15/01/2022,19/01/2022,4,4,7.77,22,0.87,3.68,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_GAN_POWER,4,3.67625
85,526,bspdn2,al102177/4,32299/00588,VI,---,19/01/2022,19/01/2022,0,7,2.81,41,0.75,0.00,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_3D_SYSTEM_INTEGRATION,0,0
89,515,corte,al101294,38199/01284,VI,---,15/01/2022,18/01/2022,3,2,4.50,13,0.91,2.81,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_ACTIVE_MEMORY,3,2.8125
177,432,corte,al107007,38199/01284,VI,---,05/01/2022,06/01/2022,1,14,7.49,13,1.88,0.69,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_ACTIVE_MEMORY,1,0.6879166666666666
92,517,corte,al107007,38199/01284,VI,---,15/01/2022,18/01/2022,3,3,6.42,13,0.86,2.73,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_ACTIVE_MEMORY,3,2.7325
188,431,ev2prb60,al108530,37999/01556,VI,---,24/12/2021,04/01/2022,11,6,2.47,23,0.78,10.90,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_COMPUTE_BILA,11,10.897083333333333
150,467,ev2prb60,al108530,37999/01556,VI,---,10/01/2022,11/01/2022,1,3,1.42,23,0.88,0.94,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_COMPUTE_BILA,1,0.9408333333333333
103,505,ev2prb60,al108530,37999/01556,VI,---,16/01/2022,17/01/2022,1,3,6.57,126,0.74,0.73,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_COMPUTE_BILA,1,0.72625
